condition,learner,seed,estimator,estimate,se,ci_low,ci_high,true_ate,true_sample_ate,treatment_rate,min_propensity,max_propensity,clipped_fraction
linear_low_confounding,linear,32,outcome-regression,1.065091899759433,0.011189242579198027,1.043160984304205,1.087022815214661,1.0,1.0182260160415904,0.505,0.12250607068077841,0.8638565013493289,0.0
linear_low_confounding,linear,32,ipw,1.0594832800075518,0.055463072946527074,0.9507756570323587,1.1681909029827449,1.0,1.0182260160415904,0.505,0.12250607068077841,0.8638565013493289,0.0
linear_low_confounding,linear,32,aipw,1.0667382186403813,0.034675421612091195,0.9987743922806825,1.13470204500008,1.0,1.0182260160415904,0.505,0.12250607068077841,0.8638565013493289,0.0
linear_low_confounding,linear,33,difference-in-means,1.5408742310169035,0.04932621876728547,1.444194842233024,1.637553619800783,1.0,0.9978384332714922,0.5025,0.11540295288426167,0.8482263374865737,0.0
linear_low_confounding,linear,33,outcome-regression,1.0296899607136685,0.009988473687452318,1.010112552286262,1.049267369141075,1.0,0.9978384332714922,0.5025,0.11540295288426167,0.8482263374865737,0.0
linear_low_confounding,linear,33,ipw,1.0263349840622702,0.05315313484345637,0.9221548397690957,1.1305151283554447,1.0,0.9978384332714922,0.5025,0.11540295288426167,0.8482263374865737,0.0
linear_low_confounding,linear,33,aipw,1.0323702182030838,0.03357469910308546,0.9665638079610364,1.0981766284451313,1.0,0.9978384332714922,0.5025,0.11540295288426167,0.8482263374865737,0.0
linear_low_confounding,linear,34,difference-in-means,1.558892680092325,0.0509539249927273,1.4590229871065796,1.6587623730780705,1.0,0.9922994144404058,0.50625,0.1653826072271732,0.8602151992592788,0.0
linear_low_confounding,linear,34,outcome-regression,0.9957080680751688,0.010105793665202848,0.9759007124913712,1.0155154236589663,1.0,0.9922994144404058,0.50625,0.1653826072271732,0.8602151992592788,0.0
linear_low_confounding,linear,34,ipw,0.9856617823920699,0.05680421598431253,0.8743255190628174,1.0969980457213224,1.0,0.9922994144404058,0.50625,0.1653826072271732,0.8602151992592788,0.0
linear_low_confounding,linear,34,aipw,0.9902158632814765,0.035120362594941376,0.9213799525953914,1.0590517739675616,1.0,0.9922994144404058,0.50625,0.1653826072271732,0.8602151992592788,0.0
linear_low_confounding,linear,35,difference-in-means,1.6027904315159085,0.050305522531449244,1.504191607354268,1.701389255677549,1.0,1.0090529398929518,0.499,0.11367610145604401,0.8672305685158478,0.0
linear_low_confounding,linear,35,outcome-regression,1.0075188200245937,0.010939013517370135,0.9860783535305482,1.0289592865186392,1.0,1.0090529398929518,0.499,0.11367610145604401,0.8672305685158478,0.0
linear_low_confounding,linear,35,ipw,1.0012376261158245,0.0557018613877895,0.892061977795757,1.1104132744358919,1.0,1.0090529398929518,0.499,0.11367610145604401,0.8672305685158478,0.0
linear_low_confounding,linear,35,aipw,1.008181557076342,0.03409185623598034,0.9413615188538205,1.0750015952988634,1.0,1.0090529398929518,0.499,0.11367610145604401,0.8672305685158478,0.0
